VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
2,2020-04-01 00:44:02,2020-04-01 00:52:23,N,1,42,41,1,1.68,8,0.5,0.5,0,0,,0.3,9.3,1,1,0
2,2020-04-01 00:24:39,2020-04-01 00:33:06,N,1,244,247,2,1.94,9,0.5,0.5,0,0,,0.3,10.3,2,1,0
2,2020-04-01 00:45:06,2020-04-01 00:51:13,N,1,244,243,3,1.00,6.5,0.5,0.5,0,0,,0.3,7.8,2,1,0
2,2020-04-01 00:45:06,2020-04-01 01:04:39,N,1,244,243,2,2.81,12,0.5,0.5,0,0,,0.3,13.3,2,1,0
2,2020-04-01 00:00:23,2020-04-01 00:16:13,N,1,75,169,1,6.79,21,0.5,0.5,0,0,,0.3,22.3,1,1,0
2,2020-04-01 00:41:23,2020-04-01 00:56:35,N,1,41,233,1,5.04,16.5,0.5,0.5,0,0,,0.3,20.55,1,1,2.75
2,2020-04-01 00:00:52,2020-04-01 00:09:49,N,1,244,127,1,3.27,11.5,0.5,0.5,2,0,,0.3,14.8,1,1,0
2,2020-04-01 00:51:04,2020-04-01 00:57:25,N,1,244,42,1,1.48,7,0.5,0.5,0,0,,0.3,8.3,2,1,0
2,20
