VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
1,2020-06-01 00:22:07,2020-06-01 00:39:03,N,1,255,14,1,.00,28.2,0,0.5,0,0,,0.3,29,1,1,0
2,2020-06-01 00:09:05,2020-06-01 00:22:46,N,1,166,141,1,3.43,13,0.5,0.5,3.41,0,,0.3,20.46,1,1,2.75
2,2020-06-01 00:20:05,2020-06-01 00:23:33,N,1,75,42,1,1.03,5,0.5,0.5,0,0,,0.3,6.3,2,1,0
2,2020-06-01 00:30:50,2020-06-01 00:37:49,N,1,74,42,1,1.22,7,0.5,0.5,0,0,,0.3,8.3,2,1,0
2,2020-06-01 00:03:05,2020-06-01 00:16:46,N,1,152,247,1,2.59,11.5,0.5,0.5,0,0,,0.3,12.8,2,1,0
2,2020-06-01 00:14:05,2020-06-01 00:23:57,N,1,244,200,1,5.95,17.5,0.5,0.5,6,2.8,,0.3,27.6,1,1,0
2,2020-06-01 00:29:01,2020-06-01 00:43:19,N,1,93,95,1,2.25,11,0.5,0.5,0,0,,0.3,12.3,2,1,0
2,2020-06-01 00:42:49,2020-06-01 00:47:27,N,1,85,188,1,.65,5,0.5,0.5,0,0,,0.3,6.3,2,1,0
2,2020-
