VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type

2,2018-04-01 00:55:44,2018-04-01 01:01:33,N,1,80,256,1,.91,6,0.5,0.5,0,0,,0.3,7.3,2,1
2,2018-04-01 00:16:07,2018-04-01 00:37:02,N,1,7,95,1,5.12,18,0.5,0.5,2,0,,0.3,21.3,1,1
2,2018-04-01 00:44:27,2018-04-01 00:55:41,N,1,196,173,1,2.09,9.5,0.5,0.5,0,0,,0.3,10.8,2,1
2,2018-04-01 00:45:54,2018-04-01 00:56:11,N,1,166,238,1,1.31,8.5,0.5,0.5,1.96,0,,0.3,11.76,1,1
2,2018-04-01 00:20:35,2018-04-01 00:24:43,N,1,17,49,1,.74,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,2018-04-01 00:28:24,2018-04-01 00:50:39,N,1,49,170,1,7.98,25,0.5,0.5,5.26,0,,0.3,31.56,1,1
1,2018-04-01 00:28:05,2018-04-01 00:43:12,N,1,74,239,2,3.10,13,0.5,0.5,2.7,0,,0.3,17,1,1
1,2018-04-01 00:02:53,2018-04-01 00:18:04,N,1,255,83,1,4.60,16,0.5,0.5,3.45,0,,0.3,20.75,1,1
1,2018-04-01 00:40:55,2018-04-01 00:44:
