VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type

2,2017-05-01 00:01:45,2017-05-01 00:20:40,N,1,223,129,1,2.63,13,0.5,0.5,0,0,,0.3,14.3,2,1
2,2017-05-01 00:24:58,2017-05-01 00:38:29,N,1,256,225,1,1.45,10,0.5,0.5,0,0,,0.3,11.3,2,1
2,2017-05-01 00:00:11,2017-05-01 00:06:42,N,1,75,163,1,2.80,9.5,0.5,0.5,0,0,,0.3,10.8,2,1
2,2017-05-01 00:03:17,2017-05-01 00:14:40,N,1,7,129,1,2.48,10.5,0.5,0.5,0,0,,0.3,11.8,2,1
2,2017-05-01 00:03:49,2017-05-01 00:08:14,N,1,43,75,1,.73,5,0.5,0.5,0,0,,0.3,6.3,1,1
2,2017-05-01 00:00:12,2017-05-01 00:10:39,N,1,129,173,5,1.33,8.5,0.5,0.5,0,0,,0.3,9.8,2,1
2,2017-05-01 00:02:49,2017-05-01 00:07:47,N,1,41,166,2,1.18,6,0.5,0.5,1.46,0,,0.3,8.76,1,1
2,2017-05-01 00:00:04,2017-05-01 00:23:18,N,1,255,158,1,5.48,20.5,0.5,0.5,5.45,0,,0.3,27.25,1,1
2,2017-05-01 00:00:38,2017-05-01 00:
