VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
2,2019-03-01 00:02:21,2019-03-01 00:04:52,N,1,193,193,1,.00,3.5,0.5,0.5,1.44,0,,0.3,6.24,1,1,0
2,2019-03-01 00:42:31,2019-03-01 00:47:42,N,1,80,256,1,.72,5.5,0.5,0.5,1.36,0,,0.3,8.16,1,1,0
1,2019-03-01 00:15:53,2019-03-01 00:18:37,N,1,7,179,1,.50,4,0.5,0.5,0,0,,0.3,5.3,2,1,0
2,2019-02-28 23:55:58,2019-03-01 00:01:30,N,1,256,80,1,1.19,6,0.5,0.5,1.46,0,,0.3,8.76,1,1,0
2,2019-03-01 00:55:58,2019-03-01 00:58:12,N,1,223,223,1,.55,4,0.5,0.5,0,0,,0.3,5.3,2,1,0
2,2019-03-01 00:19:39,2019-03-01 00:37:04,N,1,49,76,1,4.17,15.5,0.5,0.5,0,0,,0.3,16.8,2,1,0
2,2019-03-01 00:41:08,2019-03-01 00:45:05,N,1,166,166,1,.83,5,0.5,0.5,1.26,0,,0.3,7.56,1,1,0
2,2019-03-01 00:00:12,2019-03-01 00:18:29,N,5,56,15,1,9.47,20.44,0,0.5,0,0,,0,20.94,1,2,0
2,201
