VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RateCodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,2015-03-06 08:02:31,2015-03-06 08:09:55,1,1.20,-73.990211486816406,40.750968933105469,1,N,-73.987892150878906,40.738037109375,2,7,0,0.5,0,0,0.3,7.8
1,2015-03-06 08:02:31,2015-03-06 08:15:23,1,3.20,-73.935188293457031,40.80072021484375,1,N,-73.952552795410156,40.765373229980469,2,11.5,0,0.5,0,0,0.3,12.3
1,2015-03-06 08:02:31,2015-03-06 08:12:27,1,1.10,-73.963752746582031,40.767936706542969,1,N,-73.956947326660156,40.780269622802734,2,8,0,0.5,0,0,0.3,8.8
1,2015-03-06 08:02:31,2015-03-06 08:09:09,1,.80,-73.997177124023438,40.742168426513672,1,N,-74.008064270019531,40.739280700683594,1,6,0,0.5,1,0,0.3,7.8
1,2015-03-06 08:02:32,2015-03-06 08:19:37,1,2.70,-74.006843566894531,40.730266571044922,1,N,-73.976860046386719,40.75067138671875,
