VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RateCodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,2015-05-05 23:37:40,2015-05-05 23:45:41,1,2.00,-74.001678466796875,40.739311218261719,1,N,-73.978294372558594,40.752109527587891,2,8.5,0.5,0.5,0,0,0.3,9.8
2,2015-05-05 23:37:40,2015-05-05 23:40:36,1,.54,-73.930839538574219,40.744789123535156,1,N,-73.937515258789062,40.749359130859375,2,4.5,0.5,0.5,0,0,0.3,5.8
2,2015-05-05 23:37:40,2015-05-05 23:44:03,3,2.10,-74.001411437988281,40.731086730957031,1,N,-73.981674194335937,40.758281707763672,2,8,0.5,0.5,0,0,0.3,9.3
2,2015-05-05 23:37:40,2015-05-06 00:14:01,6,10.93,-73.970672607421875,40.758560180664063,1,N,-73.933761596679688,40.670543670654297,1,36,0.5,0.5,9.32,0,0.3,46.62
2,2015-05-05 23:37:40,2015-05-05 23:46:03,5,.93,-73.986732482910156,40.755878448486328,1,N,-73.990959167480469,
