VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type

2,2018-10-01 00:05:48,2018-10-01 00:21:49,N,1,255,97,2,4.37,16,0.5,0.5,0,0,,0.3,17.3,2,1
2,2018-10-01 00:24:19,2018-10-01 00:31:50,N,1,97,49,2,1.45,7,0.5,0.5,0,0,,0.3,8.3,2,1
2,2018-10-01 00:12:06,2018-10-01 00:21:15,N,1,25,181,1,2.04,9,0.5,0.5,1.5,0,,0.3,11.8,1,1
2,2018-10-01 00:34:42,2018-10-01 00:39:23,N,1,25,40,1,.91,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,2018-10-01 00:50:21,2018-10-01 01:01:28,N,1,25,257,1,3.53,12.5,0.5,0.5,0,0,,0.3,13.8,2,1
2,2018-10-01 00:23:15,2018-10-01 00:24:09,N,1,255,255,2,.19,3,0.5,0.5,0,0,,0.3,4.3,2,1
2,2018-10-01 00:25:20,2018-10-01 00:28:58,N,1,7,226,1,.83,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,2018-10-01 00:40:31,2018-10-01 01:01:02,N,1,7,173,1,4.42,16.5,0.5,0.5,0,0,,0.3,17.8,2,1
1,2018-10-01 00:26:35,2018-10-01 00:40:36,N,1,256,181
