VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type

2,2017-10-01 00:27:41,2017-10-01 00:32:45,N,1,264,193,1,.00,2.5,0.5,0.5,0,0,,0.3,3.8,2,1
2,2017-10-01 00:56:00,2017-10-01 01:21:49,N,1,92,230,1,13.98,40,0.5,0.5,9.41,5.76,,0.3,56.47,1,1
2,2017-10-01 00:27:48,2017-10-01 00:36:48,N,1,112,157,1,1.61,8,0.5,0.5,0,0,,0.3,9.3,2,1
2,2017-10-01 00:24:24,2017-10-01 00:55:38,N,1,255,48,2,7.23,26,0.5,0.5,0,0,,0.3,27.3,2,1
2,2017-10-01 00:24:11,2017-10-01 00:36:27,N,1,260,129,1,2.31,10.5,0.5,0.5,0,0,,0.3,11.8,2,1
2,2017-10-01 00:42:13,2017-10-01 00:56:51,N,1,129,129,1,1.30,10.5,0.5,0.5,0,0,,0.3,11.8,2,1
2,2017-10-01 00:18:55,2017-10-01 00:23:07,N,1,97,49,1,.89,5.5,0.5,0.5,0,0,,0.3,6.8,1,1
2,2017-10-01 00:44:16,2017-10-01 00:58:16,N,1,255,37,1,1.95,11,0.5,0.5,2.5,0,,0.3,14.8,1,1
1,2017-10-01 00:44:02,2017-10-01 
