,226,10,168,123,264,34,215,14,74,70,26,95,177,136,47,223,72,157,260,169,142,83,146,147,53,258,196,106,33,126,193,76,121,190,257,62,18,17,165,60,166,32,183,116,230,7,61,81,130,100,97,11,171,36,181,173,241,91,254,216,102,56,65,155,161,263,236,127,197,40,247,174,255,189,213,122,210,182,244,248,28,256,217,108,250,42,19,52,167,128,212,37,205,145,192,71,195,117,82,20,119,159,198,75,80,225,48,92,89,78,188,112,24,243,180,86,185,85,129,149,134,208,227,35,57,49,69,41,179,25,43,55,39,38,170,152,94,228,220,235,29,66,93,242,218,262,200,153,73,265,249,114,186,133,164,107,77,54,31,135,120,261,175,239,132,16,90,194,63,21,22,9,222,139,251,184,234,111,240,79,206,178,191,160,124,96,150,237,221,131,229,232,59,138,162,3,144,252,23,51,259,68,46,202,201,98,67,207,203,87,113,219,50,101,211,148,115,158,163,15,253,245,88,4,8,13,84,44,187,154,156,109,231,137,246,172,214,141,64,1,204,5,140,209,233,58,238,6,143,125,118,151,2,45,30,224,99,176,27
0,"{'mean': 1.7142857142857142, 'std': 0.9444501377615284, 'count': 42}","{'mean': 1.0, 'std': 0.0, 'count': 2}","{'mean': 1.25, 'std': 0.5501196042201808, 'count': 20}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0909090909090908, 'std': 0.30151134457776363, 'count': 11}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': 0.0, 'count': 3}","{'mean': 3.438202247191011, 'std': 2.65413509358414, 'count': 89}","{'mean': 1.0, 'std': 0.0, 'count': 8}","{'mean': 1.0, 'std': 0.0, 'count': 2}","{'mean': 3.1358024691358026, 'std': 1.8354365040757548, 'count': 81}","{'mean': 1.0, 'std': 0.0, 'count': 7}","{'mean': 1.0, 'std': 0.0, 'count': 9}","{'mean': 1.0, 'std': 0.0, 'count': 2}","{'mean': 2.4262295081967213, 'std': 1.4771483382229265, 'count': 61}","{'mean': 1.0, 'std': 0.0, 'count': 3}","{'mean': 1.0, 'std': 0.0, 'count': 5}","{'mean': 2.493333333333333, 'std': 1.7271546146952401, 'count': 75}","{'mean': 1.0, 'std': 0.0, 'count': 6}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.4893617021276595, 'std': 0.8564928595740816, 'count': 47}","{'mean': 1.225, 'std': 0.5304811555656397, 'count': 40}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': 0.0, 'count': 3}","{'mean': 2.0, 'std': nan, 'count': 1}","{'mean': 1.2, 'std': 0.41039134083406165, 'count': 20}","{'mean': 1.2857142857142858, 'std': 0.6586823467062358, 'count': 28}","{'mean': 2.309090909090909, 'std': 1.8040358795061295, 'count': 55}","{'mean': 1.0, 'std': 0.0, 'count': 5}","{'mean': 1.4545454545454546, 'std': 0.9341987329938277, 'count': 11}","{'mean': 1.0, 'std': 0.0, 'count': 6}","{'mean': 1.0, 'std': 0.0, 'count': 2}","{'mean': 1.3333333333333333, 'std': 0.5773502691896257, 'count': 3}","{'mean': 1.0, 'std': 0.0, 'count': 2}","{'mean': 1.0769230769230769, 'std': 0.2773500981126146, 'count': 13}","{'mean': 1.0, 'std': 0.0, 'count': 9}","{'mean': 2.0638297872340425, 'std': 1.4356373424696893, 'count': 47}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': 0.0, 'count': 3}","{'mean': 1.8656716417910448, 'std': 1.4023305535630157, 'count': 67}","{'mean': 1.0, 'std': 0.0, 'count': 3}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.5853658536585367, 'std': 0.8937452029548903, 'count': 41}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 5.310344827586207, 'std': 4.216000377376274, 'count': 87}","{'mean': 1.7321428571428572, 'std': 0.9043545448866517, 'count': 56}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 2.1818181818181817, 'std': 1.295003279078075, 'count': 77}","{'mean': 1.0, 'std': 0.0, 'count': 2}","{'mean': 3.1044776119402986, 'std': 2.2233903156448496, 'count': 67}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.6896551724137931, 'std': 1.0724953638215502, 'count': 29}","{'mean': 4.2025316455696204, 'std': 4.167578608415089, 'count': 79}","{'mean': 1.1904761904761905, 'std': 0.40237390808147827, 'count': 21}","{'mean': 1.0, 'std': 0.0, 'count': 2}","{'mean': 2.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.2, 'std': 0.4472135954999579, 'count': 5}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': 0.0, 'count': 12}","{'mean': 2.391891891891892, 'std': 1.5063115394585413, 'count': 74}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': 0.0, 'count': 5}","{'mean': 1.1818181818181819, 'std': 0.40451991747794525, 'count': 11}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.6285714285714286, 'std': 0.9420164319072112, 'count': 35}","{'mean': 1.2352941176470589, 'std': 0.5622957145383871, 'count': 17}","{'mean': 1.0, 'std': 0.0, 'count': 10}","{'mean': 7.459770114942529, 'std': 6.400953049862056, 'count': 87}","{'mean': 1.3055555555555556, 'std': 0.709907215041694, 'count': 36}","{'mean': 1.0, 'std': 0.0, 'count': 2}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.2173913043478262, 'std': 0.42174116783664994, 'count': 23}","{'mean': 1.0, 'std': 0.0, 'count': 7}","{'mean': 1.904109589041096, 'std': 0.9304178207433331, 'count': 73}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.25, 'std': 0.5, 'count': 4}","{'mean': 3.0307692307692307, 'std': 2.2978878261434916, 'count': 65}","{'mean': 1.0909090909090908, 'std': 0.30151134457776363, 'count': 11}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': 0.0, 'count': 7}","{'mean': 2.730769230769231, 'std': 1.7995170847373854, 'count': 78}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.1304347826086956, 'std': 0.45769658728016016, 'count': 23}","{'mean': 1.0, 'std': 0.0, 'count': 7}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': 0.0, 'count': 17}","{'mean': 1.6666666666666667, 'std': 1.0901402648748688, 'count': 24}","{'mean': 1.0, 'std': 0.0, 'count': 2}","{'mean': 1.7857142857142858, 'std': 1.3445416348303267, 'count': 56}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': 0.0, 'count': 4}","{'mean': 1.0, 'std': 0.0, 'count': 7}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 4.820224719101123, 'std': 2.6780326808753787, 'count': 89}","{'mean': 1.0, 'std': 0.0, 'count': 4}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': 0.0, 'count': 16}","{'mean': 1.0, 'std': 0.0, 'count': 6}","{'mean': 2.763157894736842, 'std': 1.5651915414426147, 'count': 76}","{'mean': 2.5, 'std': 1.657152330401115, 'count': 66}","{'mean': 1.5185185185185186, 'std': 0.7000203497245562, 'count': 27}","{'mean': 1.0, 'std': 0.0, 'count': 3}","{'mean': 1.5714285714285714, 'std': 0.67700320038633, 'count': 49}","{'mean': 1.1666666666666667, 'std': 0.5773502691896257, 'count': 12}","{'mean': 1.0, 'std': 0.0, 'count': 3}","{'mean': 1.25, 'std': 0.5501196042201808, 'count': 20}","{'mean': 2.873015873015873, 'std': 2.011996789358558, 'count': 63}","{'mean': 1.25, 'std': 0.4629100498862757, 'count': 8}","{'mean': 1.105263157894737, 'std': 0.3153017676423058, 'count': 19}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.5, 'std': 0.7071067811865476, 'count': 2}","{'mean': 1.4285714285714286, 'std': 0.5345224838248488, 'count': 7}","{'mean': 3.0833333333333335, 'std': 2.196428279902401, 'count': 84}","{'mean': 1.0, 'std': 0.0, 'count': 2}","{'mean': 1.5238095238095237, 'std': 1.01784313416201, 'count': 42}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': 0.0, 'count': 2}","{'mean': 1.0, 'std': 0.0, 'count': 4}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.9782608695652173, 'std': 1.3247914793536815, 'count': 46}","{'mean': 1.1538461538461537, 'std': 0.37553380809940534, 'count': 13}","{'mean': 4.313953488372093, 'std': 3.5884180617713026, 'count': 86}","{'mean': 1.5777777777777777, 'std': 1.0332844563220562, 'count': 45}","{'mean': 3.1710526315789473, 'std': 2.391028553543359, 'count': 76}","{'mean': 1.0, 'std': 0.0, 'count': 12}","{'mean': 1.0, 'std': 0.0, 'count': 2}","{'mean': 1.0, 'std': 0.0, 'count': 4}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.2307692307692308, 'std': 0.5144077999169381, 'count': 26}","{'mean': 1.0, 'std': 0.0, 'count': 5}","{'mean': 1.0555555555555556, 'std': 0.23570226039551584, 'count': 18}","{'mean': 1.0, 'std': 0.0, 'count': 3}","{'mean': 1.0, 'std': 0.0, 'count': 4}","{'mean': 1.0, 'std': 0.0, 'count': 16}","{'mean': 1.6274509803921569, 'std': 0.9789950830055377, 'count': 51}","{'mean': 1.0, 'std': 0.0, 'count': 2}","{'mean': 1.1428571428571428, 'std': 0.3779644730092273, 'count': 7}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"{'mean': 1.3888888888888888, 'std': 0.5989408641344809, 'count': 36}",,"{'mean': 1.4444444444444444, 'std': 0.7047921864945659, 'count': 18}",,"{'mean': 1.0, 'std': 0.0, 'count': 9}","{'mean': 1.0, 'std': 0.0, 'count': 2}","{'mean': 1.0, 'std': 0.0, 'count': 6}","{'mean': 1.0, 'std': 0.0, 'count': 3}","{'mean': 2.92, 'std': 1.9295707406683082, 'count': 75}","{'mean': 1.0, 'std': 0.0, 'count': 6}",,"{'mean': 2.8117647058823527, 'std': 2.1128524932572326, 'count': 85}","{'mean': 1.25, 'std': 0.7071067811865476, 'count': 8}","{'mean': 1.0, 'std': 0.0, 'count': 9}","{'mean': 1.25, 'std': 0.7071067811865476, 'count': 8}","{'mean': 2.5, 'std': 1.8375832848519065, 'count': 74}","{'mean': 1.0, 'std': 0.0, 'count': 3}","{'mean': 1.2, 'std': 0.4472135954999579, 'count': 5}","{'mean': 2.275, 'std': 1.3404609069413305, 'count': 80}","{'mean': 1.0, 'std': 0.0, 'count': 10}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.5957446808510638, 'std': 0.8762463041684785, 'count': 47}","{'mean': 1.2692307692307692, 'std': 0.7775701798650618, 'count': 26}","{'mean': 1.0, 'std': 0.0, 'count': 2}","{'mean': 1.0, 'std': 0.0, 'count': 2}","{'mean': 1.0, 'std': 0.0, 'count': 4}","{'mean': 1.1428571428571428, 'std': 0.35856858280031806, 'count': 21}","{'mean': 1.75, 'std': 0.9440891630699332, 'count': 24}","{'mean': 2.2916666666666665, 'std': 1.9346596086698147, 'count': 48}","{'mean': 1.0, 'std': 0.0, 'count': 9}","{'mean': 1.6666666666666667, 'std': 1.9999999999999998, 'count': 9}","{'mean': 1.0, 'std': 0.0, 'count': 4}","{'mean': 1.0, 'std': 0.0, 'count': 2}","{'mean': 1.6666666666666667, 'std': 0.816496580927726, 'count': 6}","{'mean': 1.0, 'std': 0.0, 'count': 2}","{'mean': 1.4, 'std': 0.5070925528371101, 'count': 15}","{'mean': 1.0, 'std': 0.0, 'count': 8}","{'mean': 1.744186046511628, 'std': 1.1970802426820486, 'count': 43}",,"{'mean': 1.0, 'std': 0.0, 'count': 3}","{'mean': 2.138888888888889, 'std': 1.1904024122007633, 'count': 72}","{'mean': 1.0, 'std': 0.0, 'count': 2}",,"{'mean': 1.5957446808510638, 'std': 0.8510753930759323, 'count': 47}",,"{'mean': 4.811111111111111, 'std': 3.7081581619191675, 'count': 90}","{'mean': 2.2363636363636363, 'std': 1.514909071512048, 'count': 55}","{'mean': 1.0, 'std': 0.0, 'count': 2}","{'mean': 2.4057971014492754, 'std': 1.3966224023326268, 'count': 69}","{'mean': 1.0, 'std': 0.0, 'count': 3}","{'mean': 3.1971830985915495, 'std': 2.538952080287451, 'count': 71}",,"{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.6785714285714286, 'std': 0.9048663264720755, 'count': 28}","{'mean': 4.379746835443038, 'std': 4.619645334006615, 'count': 79}","{'mean': 1.3478260869565217, 'std': 0.48698475355767407, 'count': 23}","{'mean': 1.0, 'std': 0.0, 'count': 3}","{'mean': 1.0, 'std': 0.0, 'count': 3}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': 0.0, 'count': 8}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': 0.0, 'count': 10}","{'mean': 2.373134328358209, 'std': 1.3577590817618341, 'count': 67}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': 0.0, 'count': 3}","{'mean': 1.0, 'std': 0.0, 'count': 6}","{'mean': 1.2, 'std': 0.41039134083406165, 'count': 20}","{'mean': 1.0, 'std': 0.0, 'count': 4}","{'mean': 1.6551724137931034, 'std': 1.009804156011222, 'count': 29}","{'mean': 1.1851851851851851, 'std': 0.39584739066356966, 'count': 27}","{'mean': 1.0, 'std': 0.0, 'count': 10}","{'mean': 7.4941176470588236, 'std': 6.2803994591862375, 'count': 85}","{'mean': 1.7037037037037037, 'std': 0.9533267586887032, 'count': 27}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': 0.0, 'count': 2}","{'mean': 1.25, 'std': 0.5853140973807077, 'count': 28}","{'mean': 1.0, 'std': 0.0, 'count': 6}","{'mean': 2.2063492063492065, 'std': 1.309502862561137, 'count': 63}","{'mean': 1.0, 'std': 0.0, 'count': 2}","{'mean': 1.0, 'std': 0.0, 'count': 3}","{'mean': 3.25, 'std': 2.582229743411921, 'count': 68}","{'mean': 1.1428571428571428, 'std': 0.37796447300922725, 'count': 7}",,"{'mean': 1.0, 'std': 0.0, 'count': 6}","{'mean': 2.9012345679012346, 'std': 2.1482838399034065, 'count': 81}",,"{'mean': 1.2105263157894737, 'std': 0.7132825035177586, 'count': 19}","{'mean': 1.0, 'std': 0.0, 'count': 6}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.1428571428571428, 'std': 0.5345224838248487, 'count': 14}","{'mean': 1.7241379310344827, 'std': 1.556014866898724, 'count': 29}","{'mean': 1.0, 'std': 0.0, 'count': 4}","{'mean': 1.68, 'std': 1.2361890087305107, 'count': 50}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.3333333333333333, 'std': 0.5773502691896257, 'count': 3}","{'mean': 1.0, 'std': 0.0, 'count': 3}","{'mean': 1.5, 'std': 0.7071067811865476, 'count': 2}","{'mean': 4.725274725274725, 'std': 2.8247553839656594, 'count': 91}","{'mean': 1.0, 'std': 0.0, 'count': 4}","{'mean': 1.0, 'std': 0.0, 'count': 7}","{'mean': 1.2, 'std': 0.5606119105813882, 'count': 15}","{'mean': 1.4, 'std': 0.5477225575051661, 'count': 5}","{'mean': 2.6153846153846154, 'std': 1.8178820931774715, 'count': 78}","{'mean': 2.2857142857142856, 'std': 1.4965397877789717, 'count': 63}","{'mean': 1.3181818181818181, 'std': 0.7162311170195085, 'count': 22}",,"{'mean': 1.4864864864864864, 'std': 0.7681732162019775, 'count': 37}","{'mean': 1.0, 'std': 0.0, 'count': 7}","{'mean': 1.0, 'std': 0.0, 'count': 2}","{'mean': 1.2941176470588236, 'std': 0.7717436331412898, 'count': 17}","{'mean': 3.103896103896104, 'std': 2.392886473126983, 'count': 77}","{'mean': 1.0, 'std': 0.0, 'count': 14}","{'mean': 1.1764705882352942, 'std': 0.3929526239966879, 'count': 17}","{'mean': 1.0, 'std': 0.0, 'count': 2}",,"{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.3333333333333333, 'std': 0.5773502691896257, 'count': 3}","{'mean': 2.943820224719101, 'std': 1.8362483403160876, 'count': 89}","{'mean': 1.0, 'std': 0.0, 'count': 3}","{'mean': 1.411764705882353, 'std': 0.6978959976453597, 'count': 51}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': 0.0, 'count': 2}","{'mean': 1.1, 'std': 0.31622776601683794, 'count': 10}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 2.0483870967741935, 'std': 1.1654510047277584, 'count': 62}","{'mean': 1.1, 'std': 0.3077935056255462, 'count': 20}","{'mean': 4.729411764705882, 'std': 4.033751164782447, 'count': 85}","{'mean': 1.5357142857142858, 'std': 0.8937009000226522, 'count': 56}","{'mean': 3.3098591549295775, 'std': 2.476123406200995, 'count': 71}","{'mean': 1.1764705882352942, 'std': 0.5285941398709244, 'count': 17}","{'mean': 1.0, 'std': 0.0, 'count': 6}",,,,"{'mean': 1.3157894736842106, 'std': 0.8200698871944031, 'count': 19}","{'mean': 1.0, 'std': 0.0, 'count': 2}","{'mean': 1.1176470588235294, 'std': 0.3321055820775357, 'count': 17}","{'mean': 1.3333333333333333, 'std': 0.5773502691896257, 'count': 3}","{'mean': 1.0, 'std': 0.0, 'count': 8}","{'mean': 1.0, 'std': 0.0, 'count': 2}","{'mean': 2.0, 'std': 1.4846149779161804, 'count': 50}",,"{'mean': 1.2857142857142858, 'std': 0.7559289460184545, 'count': 7}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': 0.0, 'count': 2}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': 0.0, 'count': 2}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': 0.0, 'count': 2}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.1, 'std': 0.31622776601683794, 'count': 10}","{'mean': 1.0, 'std': 0.0, 'count': 4}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': 0.0, 'count': 2}","{'mean': 1.0, 'std': nan, 'count': 1}","{'mean': 1.0, 'std': nan, 'count': 1}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
