VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type

2,2018-12-01 00:23:25,2018-12-01 00:24:47,N,1,193,193,1,.00,3,0.5,0.5,0,0,,0.3,4.3,2,1
2,2018-11-30 23:58:31,2018-12-01 00:21:53,N,1,80,82,2,5.75,21,0.5,0.5,0,0,,0.3,22.3,2,1
2,2018-12-01 00:21:03,2018-12-01 00:30:15,N,1,225,225,1,1.55,8,0.5,0.5,1.86,0,,0.3,11.16,1,1
2,2018-12-01 00:15:56,2018-12-01 00:23:26,N,1,75,236,2,1.32,7,0.5,0.5,0,0,,0.3,8.3,1,1
2,2018-12-01 00:28:32,2018-12-01 00:30:33,N,1,75,75,2,.68,4,0.5,0.5,1.06,0,,0.3,6.36,1,1
2,2018-12-01 00:50:07,2018-12-01 00:55:51,N,1,75,263,2,.97,6,0.5,0.5,1,0,,0.3,8.3,1,1
2,2018-12-01 00:30:28,2018-12-01 00:46:46,N,1,256,37,1,2.69,12.5,0.5,0.5,2.76,0,,0.3,16.56,1,1
1,2018-12-01 00:03:42,2018-12-01 00:07:25,N,1,166,151,1,.90,5,0.5,0.5,0,0,,0.3,6.3,2,1
1,2018-12-01 00:16:24,2018-12-01 00:31:49,N,1,
