VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type

2,2018-06-01 00:33:55,2018-06-01 00:36:13,N,1,66,33,5,.51,4,0.5,0.5,0.7,0,,0.3,6,1,1
2,2018-06-01 00:40:36,2018-06-01 00:49:46,N,1,25,49,5,1.97,9,0.5,0.5,2.06,0,,0.3,12.36,1,1
2,2018-06-01 00:57:12,2018-06-01 01:02:58,N,1,61,49,5,1.40,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,2018-06-01 00:10:13,2018-06-01 00:16:27,N,1,49,97,1,1.36,7,0.5,0.5,0,0,,0.3,8.3,2,1
1,2018-06-01 00:32:08,2018-06-01 00:52:06,N,1,75,127,1,7.90,24,0.5,0.5,6.3,0,,0.3,31.6,1,1
1,2018-06-01 00:15:35,2018-06-01 00:27:44,N,1,36,112,2,2.90,11,0.5,0.5,2,0,,0.3,14.3,1,1
1,2018-06-01 00:49:03,2018-06-01 00:57:26,N,1,256,49,1,2.60,9.5,0.5,0.5,2.15,0,,0.3,12.95,1,1
2,2018-06-01 00:49:31,2018-06-01 01:38:02,N,1,25,28,2,14.64,45,0.5,0.5,0,0,,0.3,46.3,1,1
1,2018-06-01 00:16:57,2018-06-01 00:22:05,N,1
