dispatching_base_num,pickup_datetime,dropoff_datetime,PULocationID,DOLocationID,SR_Flag
B00009,2019-08-01 00:30:00,2019-08-01 00:54:00,264,264,
B00009,2019-08-01 00:23:00,2019-08-01 00:33:00,264,264,
B00013,2019-08-01 00:49:00,2019-08-01 01:34:33,264,264,
B00013,2019-08-01 00:55:00,2019-08-01 01:55:25,264,264,
B00013,2019-08-01 00:31:00,2019-08-01 03:48:19,264,264,
B00013,2019-08-01 00:55:00,2019-08-01 02:30:33,264,264,
B00013,2019-08-01 00:30:00,2019-08-02 02:48:19,264,264,
B00013,2019-08-01 00:46:00,2019-08-01 01:21:31,264,264,
B00013,2019-08-01 00:21:09,2019-08-01 00:42:52,264,264,
B00013,2019-08-01 00:37:49,2019-08-02 00:43:12,264,264,
B00013,2019-08-01 00:41:00,2019-08-01 01:24:00,264,264,
B00013,2019-08-01 00:27:00,2019-08-01 01:48:19,264,264,
B00013,2019-08-01 00:33:48,2019-08-01 00:36:55,264,264,
B00013,2019-08-01 00:33:53,2019-08-01 00:44:25,264,264,
B00013,2019-08-01 00:33:56,2019-08-01 00:55:02,264,264,
B00013,2019-08-01 00:52:00,2019-08-01 01:48:39,264,264,
B00014,2019-08-01 00:45
