dispatching_base_num,pickup_datetime,dropoff_datetime,PULocationID,DOLocationID,SR_Flag
B00013,2019-05-01 00:27:47,2019-05-02 01:07:35,264,264,
B00014,2019-05-01 00:12:37,2019-05-02 00:42:40,264,264,
B00014,2019-05-01 00:28:27,2019-05-01 00:35:16,264,264,
B00014,2019-05-01 00:01:04,2019-05-01 00:04:28,264,264,
B00014,2019-05-01 00:33:37,2019-05-01 00:37:43,264,264,
B00014,2019-05-01 00:45:38,2019-05-02 02:31:46,264,264,
B00014,2019-05-01 00:46:04,2019-05-02 01:10:47,264,264,
B00014,2019-05-01 00:31:55,2019-05-01 00:32:25,264,264,
B00014,2019-05-01 00:03:39,2019-05-02 00:22:19,264,264,
B00014,2019-05-01 00:18:50,2019-05-01 00:19:49,264,264,
B00014,2019-05-01 00:45:09,2019-05-02 01:13:15,264,264,
B00037,2019-05-01 00:51:52,2019-05-01 01:03:27,264,265,
B00037,2019-05-01 00:54:27,2019-05-01 00:58:21,264,265,
B00037,2019-05-01 00:08:18,2019-05-01 00:23:42,264,265,
B00037,2019-05-01 00:12:35,2019-05-01 00:47:04,264,265,
B00039,2019-05-01 00:20:00,2019-05-01 00:46:27,264,264,
B00053,2019-05-01 00:07
