,mean,std,count
136,0.15843920143554563,0.13930184824632244,97
137,0.15034594691471714,0.1115232247613668,97
138,0.1521241031365356,0.10915094071996718,97
139,0.15360855526074577,0.1104326254783927,97
140,0.15430888699961218,0.1119206378160155,97
141,0.1477078751073526,0.1063300738721824,97
142,0.1466103054987609,0.10915982491470906,97
143,0.15500612410257333,0.11593881372362004,97
144,0.15571045413597975,0.11387455119072132,97
145,0.15636323857099113,0.11379390037882527,97
146,0.15588889995042493,0.11018645596145232,97
147,0.15314333974865152,0.11060715161637699,97
148,0.15101565760115487,0.1143644491759071,97
149,0.15116091443291313,0.10897577508460889,97
150,0.14809999433065726,0.10568070757038837,97
151,0.14770841517371958,0.10567909583258896,97
152,0.1474314356059217,0.10566114580702549,97
153,0.14495125001063378,0.10466175847788774,97
154,0.14174635744254963,0.10055566583365858,97
155,0.14283585083767342,0.10042099866641652,97
156,0.14532186362638638,0.10297125190608461,97
157,0.1442252964523181,0.1006031431181467,97
158,0.14480461064917927,0.10584013326905269,97
159,0.14378333425783046,0.10584523837795111,97
160,0.14253842563475883,0.10587806693388126,97
161,0.1555578597027097,0.13943129500289994,97
162,0.14867901841236134,0.10973613650410843,96
163,0.14922529160595713,0.10958147517399047,96
164,0.1486074600448877,0.10956763003450803,96
165,0.14716234703205325,0.10970073446661216,96
166,0.14643586626311328,0.11696913662695603,96
167,0.147565929701722,0.11342018062334859,96
168,0.1493497336108524,0.11049866388320527,96
169,0.15055923692434178,0.10962572304267126,96
170,0.1507022308001135,0.10949779033650878,96
171,0.1495846955918035,0.10271867357847204,96
172,0.14784197345345865,0.10279641520881824,96
173,0.15067635940045684,0.1024358836114733,96
174,0.15489382891923734,0.10147320892890149,95
175,0.15289575482652515,0.09925947690328327,96
176,0.15162890357612568,0.09682318769112601,96
177,0.1502914050677532,0.09959177418139029,96
178,0.14850370286852496,0.09968079464588481,96
179,0.1498560272799394,0.1025929297051139,96
180,0.1503091348964429,0.10272201849084016,96
181,0.1507413607122837,0.10145231151619458,96
182,0.1502976342749032,0.0961089124997434,96
183,0.15134231261845996,0.09844089748439962,96
184,0.15166631148080925,0.09821184906158785,96
185,0.14652058954231803,0.053089709520103265,96
186,0.14782481925483731,0.048905582315276586,96
187,0.15980379254747404,0.09902976681385021,96
188,0.15950392325128893,0.10010087893505677,96
189,0.1576489930598299,0.10039340077112552,96
190,0.15568981277519017,0.09951272401947006,96
191,0.15669819212714944,0.09942858644648549,96
192,0.16008344308302389,0.10025590624966566,96
193,0.16244947988387137,0.10141269103711305,96
194,0.15432629556351787,0.06544465433184589,96
195,0.15336854193670035,0.05875633650091261,96
196,0.15247520631190073,0.05878511778639887,96
197,0.15752113690495403,0.09867332573603606,96
198,0.15871673219060067,0.10096118443370602,96
199,0.15801966171467663,0.10090210218090681,96
200,0.1555508047144735,0.09860517770203031,96
201,0.15203906334504066,0.09538565351437778,96
202,0.14993589245580985,0.09905870607622992,96
203,0.148628364948419,0.09736542930458715,96
204,0.13895736958842245,0.044852886141134175,96
205,0.13894201707326578,0.04514647986697181,96
206,0.13939634202245701,0.049124494037042256,96
207,0.13925063292456005,0.053579828539433015,96
208,0.13803406143088867,0.053631118888970056,96
209,0.1401220657145448,0.06261004168259247,96
210,0.1414238781302359,0.053179364189138205,96
211,0.14411658655017606,0.05286426643923613,96
212,0.14547691624991088,0.06212672706865237,96
213,0.14682227445631482,0.06951467338729088,96
214,0.14475053377574473,0.061927498862753075,96
215,0.14587233424135868,0.07153202134129888,96
216,0.14763817451961184,0.07025243469355448,95
217,0.14809987691766202,0.07019101992664688,95
218,0.15463450973177906,0.0957456412269548,95
219,0.1420879201149842,0.04134233725937717,95
220,0.1387957929195906,0.03216604102056439,95
221,0.13684819747572666,0.0293038995927527,95
222,0.1357578357165805,0.024105494448444297,95
223,0.1341277274633504,0.018223203048229285,95
224,0.13351561101638607,0.017508052703374147,95
225,0.13119332630977087,0.01714668025361034,95
226,0.13033037724585514,0.023227534701514126,95
227,0.12972452465885326,0.021445361163560873,95
228,0.12915977875325024,0.021632550731735898,95
229,0.12825375267762013,0.02156008531102564,95
230,0.12802671267824317,0.02020074153614145,95
231,0.1286650036635566,0.015340914736340102,94
232,0.12717396587701682,0.015289374002456025,94
233,0.12743873059272717,0.02722505998340939,94
234,0.1271179589169026,0.03241451716683584,94
235,0.12625548366402606,0.03988289409759401,94
236,0.12347729859262578,0.02346308878635164,94
237,0.12132077288881662,0.02347225012251155,94
238,0.11965655121557832,0.023685072286321152,94
239,0.12235784993220555,0.0402554557289152,94
240,0.12362871048653958,0.04029278630448761,94
241,0.12284974974870679,0.04034046229736275,94
242,0.12338077797483117,0.050469025148080326,94
243,0.11974374579221508,0.030391351353610607,94
244,0.12005017439949363,0.050691218089241895,94
245,0.12133150948837007,0.050604685790057696,94
246,0.1229442502422002,0.05047386841685661,94
247,0.12304878557680018,0.04039339282042424,94
248,0.12126972145836376,0.04028845744846665,94
249,0.11888053918639296,0.04033609450498799,94
250,0.11735227605508895,0.04050967114053098,94
251,0.11789399090729133,0.040509553996596434,94
252,0.11955666379695362,0.040500933786925486,94
253,0.11948026967498289,0.040460559097444324,94
254,0.1206448698363624,0.04025468920249682,94
255,0.12025051846508078,0.05061169672825379,94
256,0.11652486834760706,0.02402208603960278,94
257,0.1168890745921692,0.02401406159037585,94
258,0.1191881822066118,0.02426139313855104,94
259,0.12188706679893158,0.04019205218343476,94
260,0.12280934121599581,0.057280714595406235,94
261,0.12164268323189914,0.05740097197592684,94
262,0.11857878741970773,0.0406938372099544,94
263,0.11945977045639829,0.04057461433212209,94
264,0.12074825160190816,0.04035721955183466,94
265,0.12202037950113727,0.040211041341561254,94
266,0.12117894374281402,0.04042595826839147,94
267,0.12087472690818866,0.04040958324843976,94
268,0.1230401168454699,0.07112358220019378,94
269,0.12435751557609742,0.07101115324496042,94
270,0.12446951030371951,0.050333316880202976,94
271,0.12551562162960866,0.05016642891578405,94
272,0.12599308166013265,0.05009912428809284,94
273,0.12244680157526745,0.030080535404086124,94
274,0.12263343254332415,0.0402096750161681,94
275,0.12600307760943782,0.040189848091121305,94
276,0.12913316312460968,0.016327057915700716,94
277,0.13398420240383904,0.01695351432940115,94
278,0.13897041211052555,0.016734955742987306,94
279,0.14288561671794936,0.01796421055768113,94
280,0.1444449432420091,0.020662641906719455,94
281,0.15062113144830647,0.021774684584967407,94
282,0.15726754075327654,0.0232310046249873,94
283,0.15953332188095107,0.024618538836673736,94
284,0.1586936252259787,0.025163102809247426,94
285,0.14725167266650888,0.022637490841085132,94
286,0.12148862430622472,0.019123544913409722,94
287,0.06797516216886905,0.01221992059664591,94
