,mean,std,count
0,0.09723425699951048,0.0404850166812312,95
1,0.17287216909435496,0.04987479737093602,95
2,0.20003809786963003,0.03422598266285557,95
3,0.20548503329732085,0.029682383369758734,95
4,0.19958363584670274,0.024236942126964228,95
5,0.18867766536606148,0.01958836246522159,95
6,0.17936808722902253,0.022255929307426505,95
7,0.1696552050159183,0.021798811162599768,95
8,0.15799596002594862,0.01812460851308016,95
9,0.14794361907750075,0.016053922107640648,95
10,0.13708152826747688,0.015512100457857931,95
11,0.12921005568710162,0.01738826336572062,95
12,0.12311905616062212,0.023563577772737643,95
13,0.11599895066198568,0.022422361593805926,95
14,0.11375562489851172,0.02099848892356006,95
15,0.11343834135900935,0.02105749072883695,95
16,0.11079878639518183,0.020113174395892882,95
17,0.11029103710424816,0.020939908988923856,95
18,0.11142511931162166,0.018070189645501906,95
19,0.11091108523487576,0.019986320383086904,95
20,0.1104001528288235,0.023491737610939475,95
21,0.10841823196003936,0.025625991152694587,95
22,0.10987956254419343,0.022761663971116463,95
23,0.10968276327131807,0.024432329478501963,95
24,0.11174699118499982,0.023964455287324864,95
25,0.1143295681609992,0.02373527882404056,95
26,0.1142847706612392,0.024869102611673806,95
27,0.11256713612883926,0.029401459643536146,95
28,0.11285212881987057,0.02689327214688192,95
29,0.11347717513448491,0.026187689746808542,95
30,0.11247268155967396,0.0291172223598775,95
31,0.11244249397290097,0.027852928056901333,95
32,0.11003315706651921,0.02589271035984881,95
33,0.10922784039036619,0.026008294608059777,95
34,0.11209789523366165,0.03136781243435747,95
35,0.11151941040615578,0.031869632662245906,95
36,0.10943666610580205,0.03138553691824005,95
37,0.10899196260391386,0.03408693893494845,95
38,0.11191721822325705,0.03674863409293745,95
39,0.11060334263484538,0.03518673752108252,95
40,0.1069710853581739,0.0352181855239207,95
41,0.10287170757574286,0.036186228779463585,95
42,0.1061562492375709,0.037539411494428424,95
43,0.1078735800906033,0.03673092427904418,95
44,0.10849831328994054,0.0361350483599374,95
45,0.10918996399760622,0.03307135280090984,95
46,0.11727419072461769,0.03515106813889313,95
47,0.12449656148468449,0.037077473803355215,95
48,0.13105207254944756,0.037889775250469514,95
49,0.1398924292519513,0.035509842818797516,95
50,0.1443552727841999,0.03201881172133398,95
51,0.14163581356555155,0.03572222650526357,95
52,0.14114233032989287,0.042627237055803256,95
53,0.136716132953427,0.047757454290496264,95
54,0.13426376761427125,0.043213035906607196,95
55,0.13113360311883862,0.048820710645314846,95
56,0.12810599712497903,0.05222536469043306,95
57,0.1265224504456233,0.05728405941389878,95
58,0.12132495606869975,0.05203571610504027,95
59,0.11259413381395532,0.04749518519384254,95
60,0.11225764959519674,0.05204038606128167,95
61,0.11393985529385535,0.05844049800805851,95
62,0.11562443525959534,0.05513993018041283,95
63,0.11810503472593828,0.05072434511391243,95
64,0.11562082527627518,0.04807084118448472,95
65,0.11732475254580087,0.054250640295234666,95
66,0.11590742957009104,0.05819947919010418,95
67,0.11992895133171798,0.061546422278075115,95
68,0.12165921294154276,0.05786678694461799,95
69,0.1214728426018453,0.06170131698687388,95
70,0.11937783942627526,0.06765924741406829,95
71,0.11802502447326045,0.07112920624780521,95
72,0.12327315278025061,0.07376177461814397,95
73,0.12272662787293656,0.06722424057149688,95
74,0.12358698748900988,0.0663520946085583,95
75,0.12185906985705532,0.0637540450433684,95
76,0.12277066695130417,0.0672671618163484,95
77,0.12440126242868473,0.06780369759377608,96
78,0.12693938603497298,0.06519690811736212,96
79,0.1282754678753472,0.06136588481317713,96
80,0.12993594000864514,0.0631750071246665,96
81,0.12891786406841085,0.06277646101136053,96
82,0.12823228734451217,0.06277852900842788,96
83,0.12926034885580837,0.06580710299690871,96
84,0.13218349883140346,0.06823635115093396,96
85,0.13394014696412204,0.0764856824927895,96
86,0.1307234449268537,0.07487534703974404,96
87,0.13826214951047486,0.08680325697725473,96
88,0.1405844091847817,0.086095253422022,96
89,0.14752558783169467,0.07862110126363685,96
90,0.15060887739998444,0.07389604862441958,96
91,0.15525269557510718,0.07559856103656767,96
92,0.1506902474880141,0.06734041464406322,96
93,0.15492241323598488,0.06527506454998197,96
94,0.15389251582233232,0.06559017335272442,96
95,0.1540973593770447,0.06215066153103131,96
96,0.15278223947991246,0.06264457875497936,96
97,0.14754353516952426,0.059794177010763415,96
98,0.15120053295972938,0.06224375285180595,96
99,0.1506607675977531,0.058465202967931014,96
100,0.15065438479920049,0.05827646669776556,96
101,0.15277765418495726,0.06080027244047192,96
102,0.154706461994406,0.06689116499966202,96
103,0.15492894205985472,0.06481924712374412,96
104,0.15732368326136936,0.05966679565201988,96
105,0.15910641350933877,0.05786711287341042,96
106,0.15756728221407457,0.053604812898804255,96
107,0.15641816335566783,0.049528908605450346,96
108,0.16426609976431414,0.09842278937552984,96
109,0.16173152857407588,0.10411089950737751,96
110,0.15003170330020085,0.0622728634827406,96
111,0.14853585770971325,0.06305551724713623,96
112,0.1464419011378275,0.05938881278772773,96
113,0.14762319525448273,0.059735920385962156,96
114,0.14877305064393365,0.05754146865467224,96
115,0.14910411230032175,0.056454810475813466,96
116,0.1551575738477574,0.0977424598685576,96
117,0.15533661936362575,0.09805863558360559,96
118,0.15394262872673928,0.09861767670403586,96
119,0.15441080448731487,0.10008040385069755,96
120,0.15423244298706376,0.1004414599201244,96
121,0.15155930202791695,0.1010663227102478,96
122,0.1577735430014478,0.13183022495037222,97
123,0.14540570056186278,0.10309397998598556,97
124,0.1444149240739581,0.10552375140411338,97
125,0.14506368749249368,0.10548692931481951,97
126,0.14773794321618358,0.10834849673665768,97
127,0.14822518797656475,0.10976021676301505,97
128,0.14759198520038888,0.10925650430893392,97
129,0.14748036600961828,0.1085077406904795,97
130,0.14513428268141954,0.10857180270927452,97
131,0.1469860549388155,0.10611086612616132,97
132,0.14808023327211237,0.10614832618862016,97
133,0.14765045579753747,0.10797724070874663,97
134,0.15722184105368403,0.13895587983836435,97
135,0.15591095665731378,0.1392508447762167,97
